y,pred,proba,text
1,0,0.2490465803861419,"As evil villains return to take over the world, a battle ensues between old and new superheroes. The wise trainer of both generations, Meat, has decided to pit the two generations against each other to decide which generation is the strongest of all time. In this epic battle, you can play as 20 different characters, each with different wrestling skills and signature finishing moves. Customize your character and play in Story mode or Versus and Tournament mode against three of your friends."
1,0,0.25447245355143916,"Tesla vs Lovecraft is an intense top-down twin stick arena shooter. Play as the enigmatic inventor Nikola Tesla harnessing the static energy to power up Tesla-Mech and give the lovecraftian nightmares a lesson in horror!

Tesla vs Lovecraft is a top-down twin stick shooter with goal based levels. The games highlight features are Quantum Teleportation, which allows the player to warp short distances even through solid objects, and the Tesla-Mech, which provides the player an immense boost to firepower for a limited time.

Genre hallmarks such as a large arsenal of weapons, a multitude of player empowering perks, monster crushing powerups, and secondary weapon abilities are also included."
1,0,0.25531321402332313,"[Xbox Live Arcade]  The classic Nintendo platformer stars a big, goofy honey bear named Banjo who wears tight yellow shorts and carries around a raucous, red-crested breegull named Tooie in his backpack. The bear-and-bird duo must use constant teamwork to rescue Banjo's sister from the evil Gruntilda who wants to steal her beauty."
1,0,0.25840502379659885,"Listen up Super Monkey Ball junkies &ndash; your four favorite monkeys are rolling back onto your touch screen in a big way.  Featuring all-new multiplayer, you will be able to steer, bowl, and rock and roll your way through 115 all-new monkey mazes!
_________________________________________

&ldquo;The updated graphics, perfect controls and Wi-Fi multi-player mode make this Super Monkey Ball one of the most addictive and compelling titles out there.&rdquo; &ndash; MacWorld

Arron Hirst of 148Apps positively reviewed the title, awarding it a final rating of 4 out of 5 stars and concluding, &#34;With superb in-game graphics, and an upbeat infamous sega-esque soundtrack to boot, Super Monkey Ball 2 is just one of those games you can pick up and play. I highly recommend it!&#34; 
_________________________________________

Play the addictive sequel to one of the original iPhone/iPod Touch game &ndash; this time featuring multiplayer! 

Gamers can grab their iPhone/iPod touch and dive into the all-new 3D world of Super Monkey Ball 2! Play as one of 4 favorite characters &ndash; Aiai, MeeMee, Baby, and GonGon &ndash; on over 115 different challenging tracks. Using the accelerometer and the touch screen, control your Monkey and make sure he or she collects all the bananas and completes the track in record time. Be careful &ndash; don&rsquo;t fall off the edge! 

Enjoy zipping around the tracks or take advantage of the mini-games. Start off with Monkey Bowling and get ready to download Monkey Golf and Monkey... when they are released early next year. 

Finally &ndash; for on-the-go gamers looking for some multiplayer fun, hop on local wi-fi and play against three of your friends on ANY of the 115 tracks in the game! 

Featuring stunning graphics and bright colorful worlds, Super Monkey Ball 2 is the iPhone game for everyone!"
1,0,0.27425981795677623,"Stuntman: Ignition is the next installment in the Stuntman franchise. The game plunges gamers into the adrenaline-fueled role of a Hollywood stunt driver, challenging them to pull off the most breathtaking, death-defying stunts ever filmed. Players showcase their skills in a wide variety of big-budget action films, commercial shoots and tournaments while commanding more than 25 unique vehicles, including exotic sports cars, motorcycles and hovercraft. Online multiplayer allows rival stuntmen to battle it out on the film sets and custom built back-lot arenas, or players can devise their own insane stunt runs and challenge other stuntmen at their own game. [THQ]"
1,0,0.2744473556094599,"One of the biggest names in boxing returns after a 15-year hiatus. Grab a Wii Remote controller in one hand and a Nunchuk controller in the other and step back into the ring with a modern update of the classic Punch-Out!! Little Mac is back! Everyone’s favorite underdog from the 1980s joins the best of the original Punch-Out!! cast in a modern re-imagination of the series. Players will find familiar names like Glass Joe, King Hippo and trainer Doc Louis. These boxers come to life again in cel-shaded 3-D, complete with hilarious fighting animations and back stories that capture all the fun and flair of the original Punch-Out!! games. The motion-sensitive controls of the Wii console mean that when players throw punches, Little Mac throws punches as well. Additionally, you can control hooks and jabs by combining motion control with control-stick movement. The motion-sensing Wii Remote and Nunchuk controllers turn real-life swings into on-screen punches, so anyone can play. The game can also be played with classic NES-style controls by turning the Wii Remote sideways. Characters: Little Mac, Glass Joe, King Hippo, Doc Louis, Von Kaiser and other unannounced favorites. Special powers/weapons/moves/features: Players can obtain special ""Star Punches,"" which allow Little Mac to take more Health from his rival in a single punch. Motion Control (Wii Remote and Nunchuk controllers) Punch-Out!! uses the Wii Remote and Nunchuk controllers to simulate throwing punches. Use the Nunchuk to throw a left punch and the Wii Remote to throw a right punch. Classic Control (Wii Remote NES style) Fans of the NES version and core gamers will be excited to see Nintendo has also included the option to play Punch-Out!! using the classic layout from the original NES controller. Use the 1 and 2 buttons along with the cross pad to throw hooks and jabs or to dodge. [Nintendo]"
1,0,0.27718710346267567,"[Xbox Live Arcade]  The Dishwasher: Dead Samurai is a 2-D stylistic action platformer for Xbox LIVE Arcade showcasing fast action, deep gameplay, and a unique visual style. An undead samurai dishwasher in a dystopian universe is on a quest for revenge against the evil cyborg army. To dispatch hordes of zombies, cyborgs, and robots, the Dishwasher has at his fingertips a devastating array of attacks using ancient blades, disturbing machinery, and screen-obliterating Dish Magic. Compete with the rest of the world in a variety of speed run and high score challenges to become the most formidable Dishwasher yet. Fresh take on gameplay: Gameplay in The Dishwasher is a fresh take on popular stylistic action combat, taking combo- and timing-intensive combat into a 2-D, blood-soaked environment emphasizing speed, vertical movement, and maneuverability, and player-driven pacing to create a truly unique, fluid and visceral experience, with an appealingly psychotic art style. New game modes with guitar peripheral: The Dishwasher has arcade co-op, drop-in solo campaign co-op, and drop-in solo phantom guitar co-op using the guitar peripheral. Phantom guitar players can unload electric death by playing wicked solos, perform basic movement, and use the guitar's motion control to rip through enemies with a razor-sharp headstock. The power of XNA: The Dishwasher is a testament to the power of XNA. The game was created by one guy with no professional game development experience (and a self-described lousy programmer) in about a year and a half. [Ska Studios]"
1,0,0.2774281230962329,"In Sniper Elite, players assume the role of an American sniper, disguised as a German soldier and dropped into war torn 1945 Berlin by the American OSS to gather intelligence on the top-secret German Atomic research. If his mission fails, control of the world's Atomic technology will fall into the hands of Stalin and the Soviet Army, throwing the world's political climate into chaos. In the undercover mission, players utilize their sniper training to gain access to key positions by taking out machine guns, armored vehicles, guard posts and sentries through stealth and pinpoint accuracy. Like a true sniper, players must follow their wits and instincts and utilize both first and third-person perspectives to negotiate through 28 open-ended levels in war-torn Berlin. In taking aim at enemy soldiers, players need to consider gravity, wind speed, heart rate, breathing and posture to successfully hit their target in one of the most authentic sniping mechanics ever devised. Players can even take up the fight or go head-to-head with a friend in the cooperative or competitive offline play modes, or even engage in a game of worldwide cat-and-mouse with up to eight players online. [Namco]"
1,0,0.28080534277067865,"[Xbox Live Arcade]  Have you ever been cloned? Ever wonder what it would be like to be a chicken? A monkey? A frog? Cloning Clyde is a 3-D side-scrolling adventure, featuring (of course!) multiplayer gameplay. Play split screen on a single console, or mutate online with your friends across the world. Can you free yourselves from the myriad sinister traps and mutations that await you? Get Cloning today and find out. Play as a variety of mutant Clydes, each with unique abilities, including Chicken-Clyde, Frog-Clyde, Sheep-Clyde, and more. Play not only as Clyde himself, but also as his hundreds of clones. On a single console, join with a friend in co-op mode, or go crazy with four player versus mode. Solve exciting and addictive puzzles with a variety of resolutions. Enjoy hours of fun with two distinct game modes including 40 cooperative levels and six versus arenas. Play online through Xbox Live with up to eight friends. [Microsoft]"
1,0,0.2814864864181452,"[Xbox Live Arcade]  Undertow features a 15 level campaign for single-player or co-op and two robust multiplayer modes for up to 16 players. While many of the maps have level-specific goals, the core gameplay of Undertow centers on this maxim: Kill as many enemies as you can – and stay alive for as long as possible! Players select their race (Iron Marine, Nemoidian, or Atlantian) and unit type and are then launched into battle. Each of the three races features four unique, upgradeable unit types ranging in ability from the fast and agile to the large and powerful. Players have the ability to unlock and purchase unit upgrades as they acquire points. Each unit type has three levels of permanent upgrades. Through conquest-style battles, players obtain points by killing enemies, accomplishing team goals, and taking check points. Points and a variety of power-ups can be used to further upgrade unit abilities. [Chair Entertainment]"
1,0,0.2874625256374966,"In a creaky old tavern, in a forgotten corner of the video-game universe, a storm is raging. An anonymous caller suggests that a murder is being planned. Six video game genre protagonists are the only plausible suspects... "
1,0,0.2919406177741966,"Based on the arcade classic, Spy Hunter combines explosive combat, action-racing, and mission-based game play as you drive the G-6155 Interceptor, capable of morphing on-the-fly into a jet-powered speed boat, jet watercraft, or motorcycle to escape and evade enemy fire.  [Midway]"
1,0,0.3009066304343222,"Detention is a survival horror game set in 1960s Taiwan under martial law. Incorporated religious elements based in Taiwanese/Chinese culture and mythology, the game provided players with unique graphics and gaming experience."
1,0,0.31018936057118746,Tower of Guns is a fast paced first-person-shooter for the twitch gamer... with a few randomized elements to keep it fresh with each playthrough.
1,0,0.3112066656812374,Jamestown is a neo-classical top-down shooter for up to four players set on 17th-century British Colonial Mars.
1,0,0.31158578748788585,"Go Bananas with your favorite monkey gang in the ultimate Super Monkey Ball adventure. Roll through wondrous worlds with AiAi and friends as you race to stop monkey mad scientist Dr. Bad-Boon from blowing up Jungle Island! Join the all-star monkey team of AiAi, MeeMee, GonGon, Baby, YanYan and Doctor as you bounce, tilt, and roll your way across hundreds of delightfully crafted levels and mazes. It’s monkey business for the gang - play solo or with friends as you take down Dr. Bad-Boon and steal back your beloved bananas!
Features:

    The ultimate Super Monkey Ball Experience – More than 300 stages from Super Monkey Ball, Super Monkey Ball 2 and Super Monkey Ball Deluxe. 
    Go Bananas with 12 fun minigames including Monkey Racing, Monkey Soccer, Monkey Bowling, Monkey Baseball and much more! 
    Challenge your friends as you compete for top banana on the online leaderboards!
    Assemble your all-star monkey team of up to 4 friends and work together to save Jungle Island with 4-player local co-op. 
    Immerse yourself in the Super Monkey Ball world with creative comic book-style story telling in Story Mode.
    Want to be the coolest monkey on the block? Customize your character and Super Monkey Ball to make it your own!

"
1,0,0.31173509637567604,"SEGA of America, Inc. and SEGA Europe Ltd. today announced the triumphant return of the cherished arcade racer, Daytona USA, coming this month to home consoles. Speeding out of the past from its 1993 debut, Daytona USA will be racing onto Xbox LIVE Arcade for the Xbox 360 video game and entertainment system from Microsoft, and PlayStation Network. The classic title has been tuned up and overhauled with enhanced graphics, steering wheel support and, for the first time on home consoles, online multiplayer. "
